0x00000000,global_tags
0x000001F8,fx\material_effects\materials\soft\soft_organic_cloth
0x000001F9,sound\materials\soft\organic_flesh\melee_impact
0x000001FA,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actor
0x000001FB,sound\materials\soft\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic\soft_organic_plant_leafy_dynamic
0x000001FC,sound\materials\soft\soft_organic_plant\soft_organic_plant_hits_actee
0x000001FD,fx\material_effects\materials\soft\soft_organic_plant
0x000001FE,sound\materials\hard\metal_thick\metal_thick_med
0x000001FF,sound\materials\soft\terrain_snow\snow_small
0x00000200,sound\materials\soft\terrain_snow\snow_medium
0x00000201,sound\materials\soft\terrain_snow\snow_large
0x00000202,sound\materials\soft\terrain_snow\snow_looping\snow_looping
0x00000203,fx\material_effects\materials\soft\terrain_snow
0x00000204,sound\matg\dirt_small1
0x00000205,sound\matg\dirt_med_01
0x00000206,sound\matg\dirt_large_01
0x00000207,0x0207
0x00000208,fx\material_effects\materials\tough\terrain_dirt
0x00000209,sound\matg\rubber_small1
0x0000020A,sound\matg\rubber_med1
0x0000020B,0x020B
0x0000020C,0x020C
0x0000020D,sound\matg\tire_hit1
0x0000020E,0x020E
0x0000020F,0x020F
0x00000210,sound\materials\tough\squish_hits
0x00000211,fx\material_effects\materials\tough\tough_floodflesh
0x00000212,sound\matg\wood_small1
0x00000213,sound\materials\tough\organic_wood\wood_med
0x00000214,0x0214
0x00000215,sound\matg\grass_small1
0x00000216,sound\matg\dull_leafy_hits
0x00000217,0x0217
0x00000218,sound\matg\mud_hit1
0x00000219,sound\matg\mud_hit12
0x0000021A,0x021A
0x0000021B,sound\matg\gravel_small1
0x0000021C,sound\matg\gravel_hit1
0x0000021D,0x021D
0x0000021E,sound\matg\sand_small1
0x0000021F,sound\matg\sand_hit
0x00000220,0x0220
0x00000221,sound\matg\stone_small1
0x00000222,sound\matg\stone_med1
0x00000223,sound\matg\metal_thick1
0x00000224,0x0224
0x00000225,0x0225
0x00000226,sound\matg\metal_thin_small1
0x00000227,sound\matg\metal_thin_med_h3_1
0x00000228,sound\matg\metal_hollow_large01
0x00000229,0x0229
0x0000022A,0x022A
0x0000022B,sound\materials\hard\metal_thin\human_weap_melee
0x0000022C,sound\matg\vehicle_hit_human1
0x0000022D,sound\materials\hard\metal_thin\metal_thin_cov_small
0x0000022E,sound\matg\elite_armor1
0x0000022F,0x022F
0x00000230,0x0230
0x00000231,sound\matg\carbine_drop1
0x00000232,sound\materials\hard\metal_thick\metal_thick_small
0x00000233,sound\materials\hard\metal_thick\metal_thick_looping\metal_thick_looping
0x00000234,0x0234
0x00000235,0x0235
0x00000236,0x0236
0x00000237,sound\matg\hard_metal_thick_cov_hunter1
0x00000238,sound\matg\hit_ghost_small1
0x00000239,sound\matg\cov_crash_small1
0x0000023A,sound\matg\sentinel_metal1
0x0000023B,0x023B
0x0000023C,0x023C
0x0000023D,sound\matg\metal_solid_h3_1
0x0000023E,sound\matg\metal_solid_h3_1
0x0000023F,0x023F
0x00000240,0x0240
0x00000241,sound\matg\concrete_small1
0x00000242,sound\matg\concrete_melee1
0x00000243,0x0243
0x00000244,0x0244
0x00000245,sound\matg\ice_hit_01
0x00000246,sound\matg\ice_med3
0x00000247,sound\matg\ice_large3
0x00000248,0x0248
0x00000249,globals\glass
0x0000024A,sound\matg\glass_hit1
0x0000024B,sound\matg\glass_hits10
0x0000024C,sound\matg\glass_large1
0x0000024D,0x024D
0x0000024E,0x024E
0x0000024F,sound\materials\energy\energy_small
0x00000250,sound\materials\energy\energy_medium
0x00000251,sound\materials\energy\blue_plasma_looping\blue_plasma_looping
0x00000252,fx\material_effects\materials\energy\energy
0x00000253,sound\matg\metal_grate_small1
0x00000254,sound\matg\metal_grating_med1
0x00000255,sound\matg\underbrush_med1
0x00000256,0x0256
0x00000257,sound\materials\tough\organic_wood\wood_looping\wood_looping
0x00000258,sound\matg\carpet_hit1
0x00000259,globals\glass_thick
0x0000025A,0x025A
0x0000025B,sound\matg\metal_solid1
0x0000025C,sound\matg\metal_solid1
0x0000025D,sound\matg\metal_thin_fence1
0x0000025E,0x025E
0x0000025F,sound\matg\railing14
0x00000260,sound\matg\metal_thick_hum_hollow_med1
0x00000261,sound\matg\metal_thick_hum_hollow_tank1
0x00000262,0x0262
0x00000263,0x0263
0x00000264,sound\matg\gas_can1
0x00000265,0x0265
0x00000266,sound\matg\hum_object_rattly_sm1
0x00000267,sound\matg\rattly_med1
0x00000268,0x0268
0x00000269,0x0269
0x0000026A,sound\matg\flag_drop1
0x0000026B,sound\matg\melee_flag1
0x0000026C,fx\material_effects\objects\weapons\flag
0x0000026D,0x026D
0x0000026E,sound\matg\cardboard_hit_small1
0x0000026F,sound\matg\cardboard_hits_med1
0x00000270,0x0270
0x00000271,0x0271
0x00000272,sound\matg\hubcap_hit0
0x00000273,0x0273
0x00000274,0x0274
0x00000275,sound\matg\submerged_thud_small1
0x00000276,sound\matg\submerged_thud_large1
0x00000277,sound\matg\floodflesh_hit_small1
0x00000278,sound\matg\floodflesh_med1
0x00000279,0x0279
0x0000027A,sound\matg\floodflesh_hit_small_wet1
0x0000027B,sound\matg\floodflesh_wet_med1
0x0000027C,0x027C
0x0000027D,sound\matg\floodflesh_hit_dry_small1
0x0000027E,sound\matg\floodflesh_dry1
0x0000027F,sound\matg\plant_bushy_dyn_hit1
0x00000280,0x0280
0x00000281,sound\matg\plant_bushy_dyn_hit_melee1
0x00000282,0x0282
0x00000283,sound\matg\small_foliage_hit1
0x00000284,0x0284
0x00000285,sound\matg\leafy_tree_hit1
0x00000286,0x0286
0x00000287,sound\matg\wood_tree_dyn1
0x00000288,0x0288
0x00000289,0x0289
0x0000028A,sound\matg\soccerball_hits1
0x0000028B,0x028B
0x0000028C,0x028C
0x0000028D,sound\materials\energy\cortana_melee
0x0000028E,multiplayer\multiplayer_globals
0x0000028F,multiplayer\survival_mode_globals
0x00000290,objects\cinematics\cinematic_anchor\cinematic_anchor
0x00000291,globals\rasterizer_globals
0x00000292,globals\default
0x00000293,globals\podium_globals
0x00000294,globals\default_wind
0x00000295,globals\collision_damage\collision
0x00000296,globals\collision_damage\default
0x00000297,globals\effect_globals
0x00000298,globals\game_progression
0x00000299,globals\global_achievements
0x0000029A,globals\input_globals
0x0000029B,fx\scenery_fx\havok\havok_collection
0x0000029C,fx\screen_fx\small_explosion
0x0000029D,fx\particles\flare\explosive_flash
0x0000029E,fx\particles\atmospheric\fiery_smoke\smoke_fiery_small
0x0000029F,fx\physics_templates\_default
0x000002A0,fx\particles\energy\spark_long
0x000002A1,0x02A1
0x000002A2,0x02A2
0x000002A3,0x02A3
0x000002A4,0x02A4
0x000002A5,shaders\particle
0x000002A6,fx\particles\flare\_bitmaps\flash_soft
0x000002A7,shaders\particle_templates\_0_8_0_0_0_1_0_0_0_0
0x000002A8,shaders\particle_templates\_0_8_0_0_0_1_0_0_0_0
0x000002A9,shaders\particle_templates\_0_8_0_0_0_1_0_0_0_0
0x000002AA,shaders\particle_options\global_particle_options
0x000002AB,shaders\particle_options\albedo_diffuse_only
0x000002AC,shaders\particle_options\albedo_diffuse_plus_billboard_alpha
0x000002AD,shaders\particle_options\albedo_palettized
0x000002AE,shaders\particle_options\albedo_palettized_plus_billboard_alpha
0x000002AF,shaders\particle_options\albedo_diffuse_plus_sprite_alpha
0x000002B0,shaders\particle_options\albedo_palettized_plus_sprite_alpha
0x000002B1,shaders\particle_options\specialized_rendering_distortion
0x000002B2,shaders\particle_options\depth_fade_on
0x000002B3,shaders\particle_options\frame_blend_on
0x000002B4,shaders\particle_options\self_illumination_constant_color
0x000002B5,shaders\particle_shared_pixel_shaders
0x000002B6,shaders\particle_shared_vertex_shaders
0x000002B7,shaders\default_bitmaps\bitmaps\gray_50_percent
0x000002B8,shaders\default_bitmaps\bitmaps\alpha_grey50
0x000002B9,shaders\default_bitmaps\bitmaps\color_white
0x000002BA,0x02BA
0x000002BB,shaders\particle_templates\_1_8_0_0_0_1_1_0_0_0
0x000002BC,0x02BC
0x000002BD,0x02BD
0x000002BE,0x02BE
0x000002BF,shaders\particle_templates\_0_8_0_0_0_0_0_0_0_0
0x000002C0,0x02C0
0x000002C1,0x02C1
0x000002C2,0x02C2
0x000002C3,0x02C3
0x000002C4,shaders\particle_templates\_5_10_0_2_0_1_1_1_0_0
0x000002C5,0x02C5
0x000002C6,0x02C6
0x000002C7,sound\dsp_effects\sound_effect_templates\controller_0_headset
0x000002C8,0x02C8
0x000002C9,sound\dsp_effects\sound_effect_templates\global_speaker_chorus
0x000002CA,sound\dsp_effects\sound_effect_templates\controller_1_headset
0x000002CB,sound\dsp_effects\sound_effect_templates\controller_2_headset
0x000002CC,sound\dsp_effects\sound_effect_templates\controller_3_headset
0x000002CD,sound\dsp_effects\sound_effect_templates\mono_distortion
0x000002CE,0x02CE
0x000002CF,0x02CF
0x000002D0,0x02D0
0x000002D1,0x02D1
0x000002D2,0x02D2
0x000002D3,0x02D3
0x000002D4,0x02D4
0x000002D5,sound\lsnd\in1
0x000002D6,sound\lsnd\radio_loop1
0x000002D7,sound\lsnd\out1
0x000002D8,sound\lsnd\radio_covy_in
0x000002D9,sound\lsnd\radio_covy1
0x000002DA,sound\lsnd\covy_radio_out
0x000002DB,sound\dsp_effects\reverbs\templates\underwater
0x000002DC,sound\levels\underwater\deltatemple_underwater\deltatemple_underwater
0x000002DD,sound\levels\underwater\enterwater
0x000002DE,sound\levels\underwater\exitwater
0x000002DF,sound\lsnd\dtemple_underwater2
0x000002E0,sound\lsnd\dtemple_underwater2
0x000002E1,hf2p\sounds\main_in
0x000002E2,hf2p\sounds\left_panel_in
0x000002E3,hf2p\sounds\left_panel_out
0x000002E4,hf2p\sounds\right_panel_in
0x000002E5,hf2p\sounds\right_panel_out
0x000002E6,hf2p\sounds\itemrollover
0x000002E7,hf2p\sounds\menu_welcome_fade_in
0x000002E8,hf2p\sounds\msgboxspendcredits
0x000002E9,hf2p\sounds\msgboxspendgold
0x000002EA,hf2p\sounds\msgboxdisappear
0x000002EB,hf2p\sounds\msgboxappear
0x000002EC,hf2p\sounds\pmelementfillfast
0x000002ED,hf2p\sounds\pmelementfillslow
0x000002EE,hf2p\sounds\pmcreditsadd
0x000002EF,hf2p\sounds\pmelementappear
0x000002F0,hf2p\sounds\pmelementfilldone
0x000002F1,hf2p\sounds\pmelementslide
0x000002F2,hf2p\sounds\pmlevelup
0x000002F3,hf2p\sounds\pmbarfill
0x000002F4,hf2p\sounds\menu_back
0x000002F5,hf2p\sounds\menu_buy_gold
0x000002F6,hf2p\sounds\menu_confirm
0x000002F7,hf2p\sounds\menu_credit_tally
0x000002F8,hf2p\sounds\menu_error
0x000002F9,hf2p\sounds\menu_game_start
0x000002FA,hf2p\sounds\menu_gold_tally
0x000002FB,hf2p\sounds\menu_hover
0x000002FC,hf2p\sounds\menu_main_slide_in
0x000002FD,hf2p\sounds\menu_player_login
0x000002FE,hf2p\sounds\menu_player_login_slide_away
0x000002FF,hf2p\sounds\menu_purchase_item
0x00000300,hf2p\sounds\menu_radio_tick
0x00000301,hf2p\sounds\menu_select_weapon
0x00000302,hf2p\sounds\menu_victory
0x00000303,hf2p\sounds\menu_gold_tally_loop
0x00000304,hf2p\sounds\menu_credit_tally_loop
0x00000305,hf2p\sounds\mp_timer
0x00000306,hf2p\sounds\mp_timer_end
0x00000307,hf2p\sounds\armory_screen_appear_hud
0x00000308,hf2p\sounds\armory_screen_appear_whoosh
0x00000309,hf2p\sounds\friends_list_appear
0x0000030A,hf2p\sounds\item_cancel
0x0000030B,hf2p\sounds\item_confirm
0x0000030C,hf2p\sounds\item_highlight
0x0000030D,hf2p\sounds\purchase_gold
0x0000030E,hf2p\sounds\screen_rollout
0x0000030F,hf2p\sounds\spend_credits
0x00000310,hf2p\sounds\spend_gold
0x00000311,hf2p\sounds\sub_tab_select
0x00000312,hf2p\sounds\tab_select
0x00000313,hf2p\sounds\thumbnail_slide
0x00000314,hf2p\sounds\window_prompt
0x00000315,hf2p\sounds\award_large
0x00000316,hf2p\sounds\award_med
0x00000317,hf2p\sounds\award_small
0x00000318,hf2p\sounds\award_tiny
0x00000319,hf2p\sounds\bonusxp_appear
0x0000031A,hf2p\sounds\bonusxp_tally_end
0x0000031B,hf2p\sounds\bonusxp_tally_loop
0x0000031C,hf2p\sounds\challenge_status_appear
0x0000031D,hf2p\sounds\challenge_status_disappear
0x0000031E,hf2p\sounds\game_end_defeat
0x0000031F,hf2p\sounds\game_end_victory
0x00000320,hf2p\sounds\objective_appear
0x00000321,hf2p\sounds\objective_status_loop
0x00000322,hf2p\sounds\objective_status_start
0x00000323,hf2p\sounds\challenge_complete
0x00000324,hf2p\sounds\challenge_progress
0x00000325,hf2p\sounds\podium_1st_highlight
0x00000326,hf2p\sounds\podium_2nd_highlight
0x00000327,hf2p\sounds\podium_3rd_highlight
0x00000328,hf2p\sounds\podium_stats_loadout_appear
0x00000329,hf2p\sounds\score_tally_start
0x0000032A,hf2p\sounds\score_tally_loop
0x0000032B,hf2p\sounds\score_tally_looping
0x0000032C,hf2p\sounds\score_tally_end
0x0000032D,hf2p\sounds\medals_popup
0x0000032E,hf2p\sounds\results_show
0x0000032F,hf2p\sounds\logo_animation
0x00000330,sound\lsnd\ui_postmatch_element_fill_fast_
0x00000331,sound\lsnd\ui_postmatch_element_fill_slow_
0x00000332,sound\lsnd\menu_gold_tally_loop
0x00000333,sound\lsnd\menu_credit_tally_loop
0x00000334,sound\jmad\frag_grenade_throw_01
0x00000335,objects\weapons\grenade\frag_grenade\frag_grenade_equipment
0x00000336,fx\material_effects\objects\weapons\frag_grenade
0x00000337,objects\weapons\grenade\frag_grenade\damage_effects\frag_grenade_equipment_explosion
0x00000338,objects\weapons\grenade\frag_grenade\fx\airborne_detonation
0x00000339,sound\weapons\frag_grenade\frag_ammo
0x0000033A,objects\weapons\grenade\frag_grenade\frag_grenade
0x0000033B,objects\weapons\grenade\frag_grenade\frag_grenade
0x0000033C,objects\weapons\grenade\frag_grenade\frag_grenade
0x0000033D,objects\weapons\lod\lod_frag_grenade\lod_frag_grenade
0x0000033E,objects\weapons\grenade\frag_grenade\shaders\frag_metal
0x0000033F,shaders\shader
0x00000340,objects\weapons\grenade\frag_grenade\bitmaps\frag_grenade_bump
0x00000341,objects\weapons\grenade\frag_grenade\bitmaps\frag_grenade
0x00000342,shaders\shader_templates\_0_1_0_1_1_0_0_0_0_0
0x00000343,shaders\default_bitmaps\bitmaps\default_detail
0x00000344,shaders\shader_templates\_0_2_0_1_1_2_1_0_0_1
0x00000345,shaders\shader_templates\_0_2_0_1_1_2_1_0_0_1
0x00000346,shaders\shader_options\global_shader_options
0x00000347,shaders\shader_options\albedo_default
0x00000348,shaders\shader_options\albedo_detail_blend
0x00000349,shaders\shader_options\albedo_constant
0x0000034A,shaders\shader_options\albedo_two_change_color
0x0000034B,shaders\shader_options\albedo_four_change_color
0x0000034C,shaders\shader_options\albedo_three_detail_blend
0x0000034D,shaders\shader_options\albedo_two_detail_overlay
0x0000034E,shaders\shader_options\albedo_two_detail
0x0000034F,shaders\shader_options\albedo_color_mask
0x00000350,shaders\shader_options\albedo_two_detail_black_point
0x00000351,shaders\shader_options\albedo_two_change_color_anim_overlay
0x00000352,shaders\shader_options\albedo_chameleon
0x00000353,shaders\shader_options\albedo_two_change_color_chameleon
0x00000354,shaders\shader_options\albedo_chameleon_masked
0x00000355,shaders\shader_options\albedo_color_mask_hard_light
0x00000356,shaders\shader_options\bump_off
0x00000357,shaders\shader_options\bump_default
0x00000358,shaders\shader_options\bump_detail
0x00000359,shaders\shader_options\bump_detail_masked
0x0000035A,shaders\shader_options\alpha_test_off
0x0000035B,shaders\shader_options\alpha_test_on
0x0000035C,shaders\shader_options\specular_mask_from_texture
0x0000035D,shaders\shader_options\material_diffuse_only
0x0000035E,shaders\shader_options\material_cook_torrance_option
0x0000035F,shaders\shader_options\material_two_lobe_phong_option
0x00000360,shaders\shader_options\material_foliage
0x00000361,shaders\shader_options\material_glass
0x00000362,shaders\shader_options\material_organism_option
0x00000363,shaders\shader_options\single_lobe_phong
0x00000364,shaders\shader_options\material_car_paint
0x00000365,shaders\shader_options\env_map_per_pixel
0x00000366,shaders\shader_options\env_map_dynamic
0x00000367,shaders\shader_options\env_map_from_flat_texture
0x00000368,shaders\shader_options\illum_simple
0x00000369,shaders\shader_options\illum_3_channel
0x0000036A,shaders\shader_options\illum_plasma
0x0000036B,shaders\shader_options\illum_from_diffuse
0x0000036C,shaders\shader_options\illum_detail
0x0000036D,shaders\shader_options\illum_meter
0x0000036E,shaders\shader_options\illum_times_diffuse
0x0000036F,shaders\shader_options\illum_simple_four_change_color
0x00000370,shaders\shader_options\parallax_simple
0x00000371,shaders\shader_options\parallax_detail
0x00000372,shaders\shader_options\distort_on
0x00000373,shaders\shader_shared_pixel_shaders
0x00000374,shaders\shader_shared_vertex_shaders
0x00000375,shaders\default_bitmaps\bitmaps\reference_grids
0x00000376,shaders\default_bitmaps\bitmaps\default_vector
0x00000377,shaders\default_bitmaps\bitmaps\default_alpha_test
0x00000378,0x0378
0x00000379,shaders\default_bitmaps\bitmaps\default_dynamic_cube_map
0x0000037A,shaders\default_bitmaps\bitmaps\color_red
0x0000037B,shaders\default_bitmaps\bitmaps\alpha_white
0x0000037C,shaders\default_bitmaps\bitmaps\monochrome_alpha_grid
0x0000037D,shaders\default_bitmaps\bitmaps\gray_50_percent_linear
0x0000037E,objects\weapons\lod\shaders\lod_frag_grenade
0x0000037F,objects\weapons\lod\bitmaps\h_nade
0x00000380,shaders\shader_templates\_0_0_1_0_0_0_0_0_0_0
0x00000381,0x0381
0x00000382,0x0382
0x00000383,sound\foot\frag_drop1
0x00000384,sound\foot\frag_drop1_dirt
0x00000385,sound\foot\frag_grenade_explode_01
0x00000386,sound\foot\frag_expl_water1
0x00000387,0x0387
0x00000388,0x0388
0x00000389,0x0389
0x0000038A,0x038A
0x0000038B,0x038B
0x0000038C,0x038C
0x0000038D,0x038D
0x0000038E,0x038E
0x0000038F,0x038F
0x00000390,0x0390
0x00000391,0x0391
0x00000392,0x0392
0x00000393,0x0393
0x00000394,0x0394
0x00000395,0x0395
0x00000396,0x0396
0x00000397,0x0397
0x00000398,0x0398
0x00000399,sound\foot\frag_bnc_dirt
0x0000039A,sound\foot\sheildhit1
0x0000039B,sound\foot\frag_bnc_metal1
0x0000039C,sound\foot\frag_bnc_stone1
0x0000039D,0x039D
0x0000039E,0x039E
0x0000039F,0x039F
0x000003A0,0x03A0
0x000003A1,0x03A1
0x000003A2,0x03A2
0x000003A3,0x03A3
0x000003A4,0x03A4
0x000003A5,0x03A5
0x000003A6,0x03A6
0x000003A7,0x03A7
0x000003A8,0x03A8
0x000003A9,0x03A9
0x000003AA,shaders\decal
0x000003AB,shaders\decal_templates\_0_4_0_1_0_0
0x000003AC,fx\decals\impact_explosion\_bitmaps\impact_tough_terrain_explosion
0x000003AD,shaders\decal_templates\_0_4_0_1_0_0
0x000003AE,fx\decals\_bitmaps\blast_scorch_medium
0x000003AF,0x03AF
0x000003B0,0x03B0
0x000003B1,0x03B1
0x000003B2,0x03B2
0x000003B3,shaders\decal_options\global_decal_options
0x000003B4,shaders\decal_options\albedo_diffuse_only
0x000003B5,shaders\decal_options\albedo_palettized
0x000003B6,shaders\decal_options\albedo_palettized_plus_alpha
0x000003B7,shaders\decal_options\albedo_diffuse_plus_alpha
0x000003B8,shaders\decal_options\albedo_emblem_change_color
0x000003B9,shaders\decal_options\albedo_change_color
0x000003BA,shaders\decal_options\albedo_diffuse_plus_alpha_mask
0x000003BB,shaders\decal_options\albedo_palettized_plus_alpha_mask
0x000003BC,shaders\decal_options\albedo_vector_alpha
0x000003BD,shaders\decal_options\albedo_vector_alpha_drop_shadow
0x000003BE,shaders\decal_options\specular_modulate
0x000003BF,shaders\decal_options\bump_mapping_standard
0x000003C0,shaders\decal_options\bump_mapping_standard_mask
0x000003C1,shaders\decal_options\tinting_unmodulated
0x000003C2,shaders\decal_options\tinting_partially_unmodulated
0x000003C3,shaders\decal_options\tinting_fully_unmodulated
0x000003C4,shaders\decal_shared_pixel_shaders
0x000003C5,shaders\decal_shared_vertex_shaders
0x000003C6,fx\particles\material\_bitmaps\burst_spray
0x000003C7,0x03C7
0x000003C8,shaders\particle_templates\_5_3_0_0_0_0_1_1_0_1
0x000003C9,0x03C9
0x000003CA,0x03CA
0x000003CB,fx\particles\material\_bitmaps\impact_spray_large
0x000003CC,shaders\particle_templates\_3_3_0_0_0_0_1_1_0_1
0x000003CD,0x03CD
0x000003CE,0x03CE
0x000003CF,shaders\particle_templates\_5_3_0_2_0_0_1_1_0_1
0x000003D0,0x03D0
0x000003D1,0x03D1
0x000003D2,shaders\particle_templates\_5_3_0_2_1_1_1_1_0_1
0x000003D3,0x03D3
0x000003D4,0x03D4
0x000003D5,0x03D5
0x000003D6,shaders\particle_templates\_3_3_0_0_0_1_1_1_0_1
0x000003D7,0x03D7
0x000003D8,0x03D8
0x000003D9,0x03D9
0x000003DA,0x03DA
0x000003DB,0x03DB
0x000003DC,0x03DC
0x000003DD,0x03DD
0x000003DE,0x03DE
0x000003DF,shaders\particle_templates\_5_8_0_0_0_0_1_0_0_0
0x000003E0,0x03E0
0x000003E1,0x03E1
0x000003E2,fx\particles\energy\_bitmaps\electric_arcs
0x000003E3,0x03E3
0x000003E4,0x03E4
0x000003E5,fx\particles\_gradients\plasma_blue_01
0x000003E6,shaders\particle_templates\_3_8_0_0_0_1_1_0_0_0
0x000003E7,0x03E7
0x000003E8,0x03E8
0x000003E9,0x03E9
0x000003EA,0x03EA
0x000003EB,0x03EB
0x000003EC,0x03EC
0x000003ED,0x03ED
0x000003EE,0x03EE
0x000003EF,fx\particles\models\debris\concrete_chunks_small\_bitmaps\concrete_chunks_small
0x000003F0,shaders\particle_templates\_0_3_0_0_0_0_0_1_0_0
0x000003F1,0x03F1
0x000003F2,sound\foot\concrete_hit_few1
0x000003F3,sound\prt3\snow_double1
0x000003F4,sound\foot\wat_concrete_hit_few1
0x000003F5,0x03F5
0x000003F6,0x03F6
0x000003F7,sound\prt3\smallrocks101
0x000003F8,fx\particles\material\_bitmaps\concrete_chips
0x000003F9,shaders\particle_templates\_0_3_0_0_0_0_0_1_0_1
0x000003FA,0x03FA
0x000003FB,0x03FB
0x000003FC,0x03FC
0x000003FD,0x03FD
0x000003FE,0x03FE
0x000003FF,0x03FF
0x00000400,fx\decals\impact_explosion\_bitmaps\impact_hard_metal_explosion
0x00000401,shaders\particle_templates\_5_3_0_1_1_1_1_1_0_1
0x00000402,0x0402
0x00000403,0x0403
0x00000404,0x0404
0x00000405,0x0405
0x00000406,fx\decals\impact_explosion\_bitmaps\impact_hard_metal_thin_explosion
0x00000407,fx\particles\energy\_bitmaps\spark_ember
0x00000408,0x0408
0x00000409,shaders\decal_templates\_0_4_0_1_1_0
0x0000040A,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_large
0x0000040B,fx\decals\impact_bullet\_bitmaps\impact_hard_terrain_large_bump
0x0000040C,fx\decals\_bitmaps\blast_scorch_ring
0x0000040D,0x040D
0x0000040E,0x040E
0x0000040F,0x040F
0x00000410,0x0410
0x00000411,shaders\decal_templates\_0_3_0_1_1_0
0x00000412,fx\decals\impact_explosion\_bitmaps\impact_hard_terrain_concrete_explosion
0x00000413,fx\decals\impact_explosion\_bitmaps\impact_hard_terrain_concrete_explosion_bump
0x00000414,0x0414
0x00000415,0x0415
0x00000416,shaders\particle_templates\_0_3_0_0_0_0_1_1_0_0
0x00000417,0x0417
0x00000418,0x0418
0x00000419,0x0419
0x0000041A,0x041A
0x0000041B,0x041B
0x0000041C,0x041C
0x0000041D,0x041D
0x0000041E,0x041E
0x0000041F,0x041F
0x00000420,shaders\particle_templates\_0_3_0_0_0_0_1_0_0_1
0x00000421,0x0421
0x00000422,0x0422
0x00000423,fx\particles\models\debris\generic_clumps\_bitmaps\fx_snow_clumps
0x00000424,shaders\particle_templates\_0_3_0_0_0_1_0_1_0_0
0x00000425,0x0425
0x00000426,0x0426
0x00000427,0x0427
0x00000428,sound\prt3\snow_double1
0x00000429,fx\particles\material\_bitmaps\dirt_clumps
0x0000042A,shaders\particle_templates\_3_3_0_0_0_0_0_1_0_1
0x0000042B,0x042B
0x0000042C,0x042C
0x0000042D,sound\effe\sand_burst1
0x0000042E,0x042E
0x0000042F,0x042F
0x00000430,0x0430
0x00000431,0x0431
0x00000432,0x0432
0x00000433,0x0433
0x00000434,0x0434
0x00000435,fx\decals\impact_explosion\_bitmaps\impact_soft_terrain_explosion
0x00000436,fx\decals\impact_explosion\_bitmaps\impact_soft_terrain_explosion_bump
0x00000437,0x0437
0x00000438,fx\particles\material\_bitmaps\impact_crest_large
0x00000439,shaders\particle_templates\_0_3_0_0_0_0_1_1_0_1
0x0000043A,0x043A
0x0000043B,0x043B
0x0000043C,fx\particles\atmospheric\_bitmaps\smoke_directional_large
0x0000043D,0x043D
0x0000043E,0x043E
0x0000043F,0x043F
0x00000440,0x0440
0x00000441,0x0441
0x00000442,fx\particles\_gradients\decal_snow
0x00000443,sound\foot\water_burst
0x00000444,fx\water\explosion_medium
0x00000445,0x0445
0x00000446,0x0446
0x00000447,0x0447
0x00000448,0x0448
0x00000449,0x0449
0x0000044A,0x044A
0x0000044B,0x044B
0x0000044C,0x044C
0x0000044D,0x044D
0x0000044E,shaders\particle_templates\_0_3_0_0_1_0_1_1_0_1
0x0000044F,0x044F
0x00000450,0x0450
0x00000451,fx\particles\material\_bitmaps\fluid_sheet_large
0x00000452,0x0452
0x00000453,shaders\particle_templates\_1_3_0_0_0_0_1_1_0_1
0x00000454,0x0454
0x00000455,0x0455
0x00000456,0x0456
0x00000457,shaders\particle_templates\_3_10_0_0_0_0_1_1_0_1
0x00000458,0x0458
0x00000459,0x0459
0x0000045A,0x045A
0x0000045B,0x045B
0x0000045C,shaders\particle_templates\_0_8_0_0_0_0_1_1_0_1
0x0000045D,0x045D
0x0000045E,0x045E
0x0000045F,0x045F
0x00000460,0x0460
0x00000461,0x0461
0x00000462,0x0462
0x00000463,0x0463
0x00000464,0x0464
0x00000465,shaders\particle_templates\_5_3_0_0_1_1_1_1_0_1
0x00000466,0x0466
0x00000467,0x0467
0x00000468,sound\prt3\few1
0x00000469,fx\particles\models\debris\generic_clumps\_bitmaps\fx_generic_clumps
0x0000046A,0x046A
0x0000046B,0x046B
0x0000046C,0x046C
0x0000046D,0x046D
0x0000046E,0x046E
0x0000046F,0x046F
0x00000470,shaders\particle_templates\_5_3_0_0_0_0_1_1_0_0
0x00000471,0x0471
0x00000472,0x0472
0x00000473,shaders\particle_templates\_0_3_0_0_0_1_1_1_0_1
